-1.1	0.296123379610997
-1.09	0.305783219147374
-1.08	0.3146645558762
-1.07	0.322735275661294
-1.06	0.329964077254127
-1.05	0.336320460687771
-1.04	0.341774726774768
-1.03	0.346297988765813
-1.02	0.349862197078871
-1.01	0.352440177851425
-1	0.354005685902963
-0.99	0.354533472521511
-0.98	0.353999368308118
-0.97	0.352380381127849
-0.96	0.349654809026275
-0.95	0.345802367778043
-0.94	0.340804332540296
-0.93	0.334643692890009
-0.92	0.327305320332417
-0.91	0.318776147179265
-0.9	0.30904535551248
-0.89	0.298104574772838
-0.88	0.28594808634616
-0.87	0.272573033363433
-0.86	0.257979633787798
-0.85	0.242171394732486
-0.84	0.225155325841092
-0.83	0.206942149466866
-0.82	0.187546505312173
-0.81	0.166987147134467
-0.8	0.14528712909193
-0.79	0.122473979291267
-0.78	0.0985798581126513
-0.77	0.0736416989227245
-0.76	0.0477013288460634
-0.75	0.0208055673482738
-0.74	-0.0069936995104809
-0.73	-0.0356394711650064
-0.72	-0.0650696128423318
-0.71	-0.0952168657626494
-0.7	-0.126008888752694
-0.69	-0.157368332576188
-0.68	-0.189212948066623
-0.67	-0.221455728914838
-0.66	-0.254005089719471
-0.65	-0.286765079654213
-0.64	-0.319635631843779
-0.63	-0.352512848272404
-0.62	-0.385289319776259
-0.61	-0.417854480396069
-0.6	-0.45009499509003
-0.59	-0.481895179531322
-0.58	-0.513137450440468
-0.57	-0.543702804631922
-0.56	-0.573471324687705
-0.55	-0.602322708910064
-0.54	-0.630136822951217
-0.53	-0.656794270272553
-0.52	-0.682176978349747
-0.51	-0.70616879731552
-0.5	-0.728656107520139
-0.49	-0.749528432292969
-0.48	-0.768679052008778
-0.47	-0.786005615402307
-0.46	-0.80141074393661
-0.45	-0.814802624917563
-0.44	-0.826095588961836
-0.43	-0.835210667371732
-0.42	-0.842076124950709
-0.41	-0.846627963811579
-0.4	-0.848810393788282
-0.39	-0.848576265164846
-0.38	-0.845887459584243
-0.37	-0.840715235197519
-0.36	-0.83304052236156
-0.35	-0.822854166492951
-0.34	-0.810157115035921
-0.33	-0.794960545903506
-0.32	-0.777285935201078
-0.31	-0.757165062537612
-0.3	-0.734639952768408
-0.29	-0.709762753588733
-0.28	-0.682595549004581
-0.27	-0.653210109337653
-0.26	-0.621687579068304
-0.25	-0.588118104473858
-0.24	-0.552600403670464
-0.23	-0.515241282304459
-0.22	-0.476155098753342
-0.21	-0.435463183276277
-0.2	-0.393293216088927
-0.19	-0.34977856981713
-0.18	-0.305057622198848
-0.17	-0.259273045245125
-0.16	-0.212571077330767
-0.15	-0.165100784857762
-0.14	-0.117013320214002
-0.13	-0.0684611827335322
-0.12	-0.0195974892506258
-0.11	0.029424739371099
-0.1	0.0784532696594349
-0.09	0.127337319226174
-0.08	0.175928187535614
-0.07	0.224079849112558
-0.06	0.271649505181072
-0.05	0.318498090410412
-0.04	0.364490732175389
-0.03	0.40949716050208
-0.02	0.453392067653164
-0.01	0.496055417097079
0	0.537372702390683
0.01	0.577235157280356
0.02	0.615539919100087
0.03	0.652190148358467
0.04	0.687095108375427
0.05	0.720170210222987
0.06	0.751337030606581
