0.05	0.58	0.5865
0.05	0.59	0.59575
0.05	0.6	0.605
0.05	0.61	0.61425
0.05	0.62	0.6235
0.05	0.63	0.63275
0.05	0.64	0.642
0.05	0.65	0.65125
0.05	0.66	0.6605
0.05	0.67	0.66975
0.05	0.68	0.679
0.05	0.69	0.68825
0.05	0.7	0.6975
0.05	0.71	0.70675
0.05	0.72	0.716
0.05	0.73	0.72525
0.05	0.74	0.7345
0.05	0.75	0.74375
0.05	0.76	0.753
0.05	0.77	0.76225
0.05	0.78	0.7715
0.05	0.79	0.78075
0.05	0.8	0.79
0.05	0.81	0.79925
0.05	0.82	0.8085
0.05	0.83	0.81775
0.05	0.84	0.827
0.05	0.85	0.83625
0.05	0.86	0.8455
0.05	0.87	0.85475
0.05	0.88	0.864
0.05	0.89	0.87325
0.05	0.9	0.8825
0.05	0.91	0.89175
0.05	0.92	0.901
0.05	0.93	0.91025
0.05	0.94	0.9195
0.05	0.95	0.92875
0.05	0.96	0.938
0.05	0.97	0.94725
0.05	0.98	0.9565
0.05	0.99	0.96575

0.06	0	0.06
0.06	0.01	0.0691
0.06	0.02	0.0782
0.06	0.03	0.0873
0.06	0.04	0.0964
0.06	0.05	0.1055
0.06	0.06	0.1146
0.06	0.07	0.1237
0.06	0.08	0.1328
0.06	0.09	0.1419
0.06	0.1	0.151
0.06	0.11	0.1601
0.06	0.12	0.1692
0.06	0.13	0.1783
0.06	0.14	0.1874
0.06	0.15	0.1965
0.06	0.16	0.2056
0.06	0.17	0.2147
0.06	0.18	0.2238
0.06	0.19	0.2329
0.06	0.2	0.242
0.06	0.21	0.2511
0.06	0.22	0.2602
0.06	0.23	0.2693
0.06	0.24	0.2784
0.06	0.25	0.2875
0.06	0.26	0.2966
0.06	0.27	0.3057
0.06	0.28	0.3148
0.06	0.29	0.3239
0.06	0.3	0.333
0.06	0.31	0.3421
0.06	0.32	0.3512
0.06	0.33	0.3603
0.06	0.34	0.3694
0.06	0.35	0.3785
0.06	0.36	0.3876
0.06	0.37	0.3967
0.06	0.38	0.4058
0.06	0.39	0.4149
0.06	0.4	0.424
0.06	0.41	0.4331
0.06	0.42	0.4422
0.06	0.43	0.4513
0.06	0.44	0.4604
0.06	0.45	0.4695
0.06	0.46	0.4786
0.06	0.47	0.4877
0.06	0.48	0.4968
0.06	0.49	0.5059
0.06	0.5	0.515
0.06	0.51	0.5241
0.06	0.52	0.5332
0.06	0.53	0.5423
0.06	0.54	0.5514
0.06	0.55	0.5605
0.06	0.56	0.5696
0.06	0.57	0.5787
0.06	0.58	0.5878
0.06	0.59	0.5969
0.06	0.6	0.606
0.06	0.61	0.6151
0.06	0.62	0.6242
0.06	0.63	0.6333
0.06	0.64	0.6424
0.06	0.65	0.6515
0.06	0.66	0.6606
0.06	0.67	0.6697
0.06	0.68	0.6788
0.06	0.69	0.6879
0.06	0.7	0.697
0.06	0.71	0.7061
0.06	0.72	0.7152
0.06	0.73	0.7243
0.06	0.74	0.7334
0.06	0.75	0.7425
0.06	0.76	0.7516
0.06	0.77	0.7607
0.06	0.78	0.7698
0.06	0.79	0.7789
0.06	0.8	0.788
0.06	0.81	0.7971
0.06	0.82	0.8062
0.06	0.83	0.8153
0.06	0.84	0.8244
0.06	0.85	0.8335
0.06	0.86	0.8426
0.06	0.87	0.8517
0.06	0.88	0.8608
0.06	0.89	0.8699
0.06	0.9	0.879
0.06	0.91	0.8881
0.06	0.92	0.8972
0.06	0.93	0.9063
0.06	0.94	0.9154
0.06	0.95	0.9245
0.06	0.96	0.9336
0.06	0.97	0.9427
0.06	0.98	0.9518
0.06	0.99	0.9609

0.07	0	0.07
0.07	0.01	0.07895
0.07	0.02	0.0879
0.07	0.03	0.09685
0.07	0.04	0.1058
0.07	0.05	0.11475
0.07	0.06	0.1237
0.07	0.07	0.13265
0.07	0.08	0.1416
0.07	0.09	0.15055
0.07	0.1	0.1595
0.07	0.11	0.16845
0.07	0.12	0.1774
0.07	0.13	0.18635
0.07	0.14	0.1953
0.07	0.15	0.20425
0.07	0.16	0.2132
0.07	0.17	0.22215
0.07	0.18	0.2311
0.07	0.19	0.24005
0.07	0.2	0.249
0.07	0.21	0.25795
0.07	0.22	0.2669
0.07	0.23	0.27585
0.07	0.24	0.2848
0.07	0.25	0.29375
0.07	0.26	0.3027
0.07	0.27	0.31165
0.07	0.28	0.3206
0.07	0.29	0.32955
0.07	0.3	0.3385
0.07	0.31	0.34745
0.07	0.32	0.3564
0.07	0.33	0.36535
0.07	0.34	0.3743
0.07	0.35	0.38325
0.07	0.36	0.3922
0.07	0.37	0.40115
0.07	0.38	0.4101
0.07	0.39	0.41905
0.07	0.4	0.428
